StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
2257,16,1,1,0,14.73,13,1,2,1,0,0,1,2.64,2
4078,17,0,1,3,7.61,8,0,1,1,1,1,1,2.55,2
1977,18,0,0,4,9.34,17,0,3,0,1,0,0,3.25,1
1376,18,0,2,2,13.12,27,1,2,1,1,1,0,2.92,2
1410,16,0,1,1,6.2,26,1,3,1,0,1,1,1.9,4
5743,18,0,3,3,10.73,25,0,3,0,0,0,0,2.21,3
3904,16,1,2,3,0.42,28,1,3,1,1,0,0,2.7,2
1389,15,1,1,4,9.33,26,0,3,1,1,1,0,3.04,1
4933,15,1,0,1,9.99,15,0,2,1,1,0,0,2.32,3
2817,16,0,0,2,6.64,21,0,4,0,1,0,0,2.34,3
2994,15,0,0,0,1.86,24,0,3,1,0,1,0,1.99,4
2167,15,1,1,1,9.52,14,1,3,0,1,0,0,3.1,1
2731,16,1,1,3,11.56,11,0,3,1,1,0,0,2.71,2
2742,16,0,0,2,18.1,30,0,3,1,0,0,1,3.06,1
5209,18,0,2,4,8.44,26,0,3,0,1,1,0,3.66,0
5178,17,0,2,2,1.07,6,0,2,0,0,1,0,2.55,2
4583,18,0,3,1,2.27,29,1,0,0,0,1,0,2.07,3
1055,17,0,1,2,9.44,26,1,2,1,1,0,0,2.43,3
4976,17,0,1,1,17.62,27,0,4,1,1,0,1,3.05,1
2544,15,1,0,2,10.92,26,1,3,0,1,0,1,2.21,3
3405,17,1,0,4,15.49,25,0,3,1,0,0,1,2.78,2
4968,18,1,2,4,4.24,27,0,4,1,0,0,0,2.72,2
4023,16,0,2,4,14.3,23,0,3,1,1,0,0,3.02,1
5941,17,1,3,2,1.84,24,1,2,1,1,1,0,1.76,4
1412,18,0,0,3,11.14,19,0,3,1,1,0,0,2.7,2
4500,18,0,0,3,2.61,3,0,4,0,1,1,0,3.04,1
3289,15,0,3,1,14.37,15,0,2,1,0,0,1,2.6,2
1891,17,1,2,4,0.75,7,1,2,0,1,0,1,2.81,2
5400,17,0,0,1,7.44,24,1,2,1,1,0,0,3.24,1
1892,17,0,1,1,10.01,1,1,4,0,0,0,0,2.46,3
3710,18,0,2,2,2.02,0,0,2,0,1,1,1,3.44,1
1821,17,0,2,2,1.37,26,0,3,1,0,1,0,2.5,2
5911,18,0,0,1,10.61,28,0,1,0,0,0,0,3.12,1
1144,18,1,2,2,8.37,27,0,1,0,0,1,1,2.01,3
3379,15,0,1,2,19.31,23,1,4,1,1,0,0,3.54,0
2171,18,0,0,3,1.01,20,1,2,1,0,0,0,1.86,4
2148,16,0,1,2,13.94,28,0,2,0,0,1,0,2.97,2
4455,17,0,3,2,17.42,10,0,2,1,0,1,1,3.84,0
4282,15,1,3,1,5.28,28,0,0,0,1,0,0,2.28,3
4416,17,0,0,2,18.19,11,0,2,0,0,0,1,3.31,1
3714,18,1,1,2,10.73,28,1,3,0,1,0,1,2.83,2
5119,16,1,3,4,11.13,14,0,2,1,0,0,1,2.71,2
4747,18,0,0,4,0.08,28,0,2,1,1,1,1,3.79,0
2884,15,0,1,0,11.82,7,0,3,1,0,0,1,2.27,3
3752,15,1,2,1,5.88,25,0,0,0,0,1,1,2.49,3
2564,16,0,1,2,10.19,5,1,2,0,1,0,0,3.05,1
3958,17,1,2,4,18.76,9,0,3,1,0,1,1,2.95,2
3156,18,0,2,1,6.68,26,0,2,1,1,1,1,3.06,1
3806,17,1,0,3,9.17,18,0,3,0,0,1,1,2.85,2
4122,15,0,1,0,19.45,16,0,2,1,0,1,1,4.0,0
5186,18,0,2,2,15.56,27,0,2,1,1,1,0,2.95,2
2225,15,1,0,2,0.91,12,0,4,1,0,0,1,2.33,3
4488,17,1,1,3,6.11,30,0,3,0,0,1,1,2.2,3
1593,15,0,0,2,14.17,7,1,4,1,1,0,0,3.33,1
3881,16,0,0,3,5.82,17,0,3,1,1,0,1,2.81,2
1179,15,1,1,3,10.47,19,0,4,1,0,1,1,3.07,1
4677,18,1,0,2,19.32,22,1,3,1,0,0,0,3.15,1
3942,17,1,1,3,7.44,21,1,2,1,1,0,0,1.88,4
5429,17,0,1,2,7.38,19,0,0,1,1,1,0,3.35,1
5574,15,0,0,4,9.1,22,1,4,1,0,1,1,3.2,1
4949,15,1,0,2,11.62,1,1,3,1,0,1,1,3.26,1
5157,16,1,3,4,5.93,4,1,2,0,0,1,1,2.7,2
1095,16,1,0,3,11.86,20,0,2,1,0,1,0,2.88,2
1932,18,0,0,2,6.54,27,0,2,1,1,1,1,3.21,1
1802,16,0,0,3,5.53,10,1,3,0,0,0,1,2.92,2
3395,15,0,0,3,8.16,1,1,3,0,1,0,1,3.82,0
2675,15,0,0,0,12.29,30,1,3,0,0,1,0,2.39,3
1422,16,0,0,2,13.73,22,1,2,1,0,1,0,3.65,0
3075,17,0,1,2,11.4,7,1,1,0,1,0,0,2.81,2
2347,17,1,0,4,7.2,29,0,1,1,0,0,0,1.3800000000000003,4
4537,15,0,0,2,3.21,22,1,4,0,1,0,0,2.08,3
4491,17,1,2,4,17.65,27,1,1,1,0,1,0,3.17,1
5251,15,0,0,1,16.02,11,1,2,0,1,1,1,2.24,3
3030,18,1,0,2,6.5,6,0,2,0,0,1,1,1.85,4
1606,17,0,1,1,4.2,27,0,3,1,0,1,1,2.78,2
1164,18,0,1,2,9.86,7,0,2,1,0,1,0,2.14,3
5288,15,0,2,4,4.74,8,1,2,0,1,1,0,2.81,2
1780,17,0,0,1,19.94,7,1,0,1,0,1,0,3.98,0
2537,15,0,2,4,12.67,5,0,3,1,1,1,0,4.0,0
3487,16,1,1,2,9.08,25,0,3,0,1,1,1,3.04,1
3909,18,1,0,3,11.57,23,0,4,0,1,0,0,2.83,2
3159,16,0,0,2,13.94,21,1,2,1,0,1,1,3.37,1
2923,18,0,0,1,14.69,16,0,1,1,1,0,0,1.73,4
2650,16,1,3,3,6.51,17,1,3,1,0,0,0,2.58,2
2423,17,0,0,4,4.9,30,0,4,1,1,1,0,3.14,1
3201,15,1,0,2,11.33,18,0,0,1,0,1,0,2.29,3
1176,16,1,2,1,14.29,9,0,2,1,1,1,0,3.21,1
5783,18,1,2,4,5.51,19,1,2,1,1,0,1,3.0,1
4629,18,0,0,4,19.51,28,0,3,0,1,0,1,2.07,3
3514,18,0,0,2,10.9,20,0,4,1,1,1,0,2.74,2
2985,16,1,2,2,5.89,4,1,0,0,1,0,1,2.94,2
2938,16,1,2,2,5.18,4,0,4,1,1,0,1,3.8,0
1938,15,1,0,1,3.45,27,0,4,1,1,1,0,2.39,3
3879,17,1,1,2,9.82,29,0,1,0,0,0,0,2.2,3
3725,15,0,3,3,14.84,2,0,2,0,1,0,0,2.61,2
2198,17,0,2,2,1.12,26,0,4,0,0,0,0,2.65,2
4261,18,0,0,3,8.17,23,1,3,1,0,0,0,3.44,1
5967,15,1,2,2,14.76,19,0,0,1,1,1,1,2.52,2
4026,17,1,1,0,17.74,26,1,3,1,0,0,1,2.58,2
5992,17,1,0,2,15.19,10,1,2,1,1,0,1,3.74,0
5804,17,1,2,1,11.94,20,1,3,1,0,1,1,3.36,1
2337,17,0,0,2,6.89,3,0,2,1,0,0,0,2.49,3
3583,16,0,0,3,2.11,8,0,2,1,0,0,0,2.09,3
1963,16,1,1,2,11.48,8,1,2,0,0,0,0,3.14,1
1266,16,0,1,0,5.96,23,0,3,1,1,0,0,2.11,3
5579,18,0,0,1,6.96,30,1,1,1,1,1,0,3.33,1
1644,15,0,0,4,5.77,30,0,1,1,1,0,1,2.57,2
1981,18,0,1,3,13.15,21,1,4,0,0,1,0,3.64,0
5867,15,1,1,3,7.22,23,1,4,1,1,1,1,2.36,3
4851,18,1,3,1,19.51,22,0,2,0,1,0,0,2.62,2
2556,15,1,2,2,6.72,12,0,2,1,1,0,0,3.78,0
5526,18,1,1,2,14.82,25,1,3,1,1,0,0,2.4,3
4601,15,0,1,1,6.68,10,1,2,1,1,0,1,2.34,3
3655,17,1,2,1,3.85,9,0,2,1,1,1,1,2.5,2
1091,18,0,0,1,4.52,8,0,3,1,0,0,1,2.84,2
1943,18,0,0,2,11.79,11,1,3,1,1,0,1,3.69,0
1154,17,0,2,1,4.22,21,0,0,0,0,1,0,1.65,4
5286,18,0,2,3,15.4,0,0,2,1,0,0,1,3.15,1
1973,15,0,2,1,18.67,0,0,1,0,0,0,0,2.71,2
3117,15,0,2,2,1.67,2,0,1,1,0,1,0,2.17,3
4808,18,0,2,1,5.13,5,0,3,0,0,0,0,1.66,4
5826,16,0,2,1,13.45,11,1,3,0,0,0,0,3.22,1
2704,17,1,0,2,11.54,13,1,0,0,1,1,0,3.1,1
1511,15,1,0,1,5.84,22,0,3,1,0,1,0,1.77,4
4107,16,0,0,2,2.24,27,0,3,0,0,0,0,2.91,2
1195,17,0,0,1,4.97,21,0,4,0,1,0,1,2.8,2
4650,15,1,0,3,13.83,7,1,3,0,1,0,1,3.27,1
3504,16,1,0,3,1.53,15,0,2,1,0,0,0,1.87,4
3212,17,1,0,2,2.88,28,1,3,1,0,0,0,3.11,1
1152,17,1,0,1,17.02,26,0,4,0,0,0,0,3.42,1
4967,15,0,1,4,0.44,25,0,2,0,0,1,1,2.76,2
2754,17,0,0,1,9.47,2,0,2,1,1,0,1,3.21,1
5906,18,1,0,3,8.64,14,0,4,0,0,0,0,3.69,0
4900,15,1,3,1,9.54,20,0,2,0,1,0,0,2.19,3
3748,15,1,2,3,5.27,16,0,2,1,0,0,1,2.82,2
1182,17,0,2,2,3.52,5,1,2,1,1,0,1,2.39,3
4631,18,0,2,1,18.3,13,0,2,0,0,1,1,3.74,0
3802,16,1,0,1,18.87,24,0,1,1,0,0,1,3.63,0
4396,17,1,2,1,12.07,30,0,2,1,0,0,1,3.19,1
4539,18,1,1,3,5.86,27,0,2,0,1,0,0,2.63,2
2705,17,1,1,1,14.79,21,0,2,1,0,0,1,3.05,1
1060,15,1,0,2,8.77,5,0,2,1,1,1,1,1.96,4
4314,15,1,1,3,4.27,8,0,3,0,0,0,1,2.83,2
2948,16,0,0,1,18.79,27,0,3,1,1,1,0,3.13,1
2866,16,0,0,1,12.67,22,0,3,0,1,0,0,1.62,4
1510,16,1,1,1,3.72,30,0,2,0,1,0,0,3.13,1
4193,17,0,0,1,4.51,21,1,2,1,1,0,1,2.54,2
4596,17,0,1,2,18.51,19,0,3,1,0,1,0,2.83,2
2321,18,0,1,3,17.68,4,0,3,1,1,1,1,4.0,0
4910,15,1,3,1,5.0,23,1,2,0,1,0,1,3.64,0
3211,15,0,1,3,15.02,18,0,2,1,0,1,0,3.14,1
1875,16,0,1,4,9.19,1,1,3,1,1,0,0,4.0,0
5850,16,0,1,2,6.12,18,0,1,0,0,1,0,2.31,3
3467,18,1,2,1,8.44,28,1,3,0,0,1,0,2.19,3
5390,16,0,1,2,8.99,12,1,4,1,0,0,0,3.0,1
2643,15,0,1,2,16.91,14,1,2,1,1,0,0,2.94,2
1945,15,1,3,2,5.19,20,1,1,0,1,1,0,2.85,2
3329,17,0,0,4,15.72,18,0,3,1,0,1,0,3.04,1
5843,16,1,0,1,15.49,22,0,3,0,1,0,0,3.78,0
1910,16,0,0,1,4.93,21,0,2,0,1,1,0,1.51,4
2797,17,0,3,1,2.87,17,0,3,0,1,1,1,2.32,3
2589,17,1,0,3,0.87,0,1,4,1,0,1,1,2.68,2
2238,18,0,2,4,18.64,30,0,3,1,1,1,0,2.91,2
2023,16,1,3,4,2.21,26,1,3,1,1,0,0,3.46,1
1433,15,1,2,3,11.91,21,0,1,1,0,0,1,2.38,3
3098,16,0,0,4,4.63,11,0,3,1,1,0,0,3.39,1
1257,17,1,0,2,15.66,8,0,1,0,1,1,1,2.27,3
2702,16,1,2,2,1.11,23,0,2,1,0,0,0,3.26,1
3031,17,1,2,2,10.33,14,1,3,1,1,1,1,4.0,0
3606,17,1,2,2,7.83,6,0,2,0,1,0,0,3.29,1
3409,17,0,0,4,2.21,21,0,3,1,0,0,0,2.19,3
3801,18,1,0,2,19.43,13,0,2,0,0,0,0,2.67,2
1553,15,1,3,2,2.04,27,1,3,0,1,1,1,2.32,3
1743,16,0,2,1,18.36,24,1,1,1,1,1,0,3.47,1
1210,15,0,0,3,1.77,24,0,0,0,0,1,1,2.62,2
5798,16,1,1,1,4.06,30,1,4,1,0,0,1,3.34,1
1348,18,0,0,4,11.28,21,1,3,1,1,0,1,3.71,0
3356,17,0,2,1,7.86,17,1,3,0,1,1,0,3.27,1
2543,18,0,3,3,15.17,30,0,4,1,1,0,1,3.21,1
1568,18,1,2,2,6.44,19,0,3,1,1,1,1,2.16,3
1734,18,1,1,3,7.52,5,0,3,0,1,0,0,2.45,3
4658,18,1,0,2,15.18,30,0,2,0,1,0,0,3.28,1
3716,17,0,3,1,7.03,20,0,2,1,1,1,1,2.67,2
4809,15,0,0,1,1.12,19,1,2,1,0,0,1,3.43,1
5777,18,1,1,1,7.79,13,0,3,1,0,1,1,2.08,3
5422,17,0,1,2,10.77,19,1,4,1,1,0,0,3.26,1
4037,15,1,0,2,9.3,17,0,2,0,0,1,1,2.66,2
1700,17,1,0,2,9.92,26,0,3,1,1,0,0,2.75,2
4509,15,1,3,2,1.76,6,0,2,1,1,0,0,3.08,1
3740,16,0,0,3,6.07,8,0,3,1,0,1,1,3.16,1
2452,15,0,3,3,3.16,0,0,2,1,0,0,1,2.73,2
3128,17,1,0,4,6.49,1,0,4,1,0,0,0,2.95,2
5135,17,0,2,3,6.1,2,0,4,1,0,1,1,3.36,1
5082,16,1,1,3,15.33,23,1,2,1,0,0,0,2.93,2
3017,15,0,0,1,6.39,4,0,2,1,1,0,1,3.14,1
2156,15,0,0,2,8.79,3,1,3,1,1,0,1,3.31,1
5561,15,0,2,3,7.03,17,1,4,1,0,1,1,3.59,0
1956,17,1,1,4,16.21,8,0,2,1,0,0,1,2.76,2
1118,16,0,1,3,17.89,15,1,1,0,0,1,0,4.0,0
3832,16,0,1,1,3.67,9,1,1,0,0,0,1,2.93,2
2976,15,1,1,4,12.98,24,0,2,1,1,0,0,2.44,3
4667,17,1,2,2,12.22,23,0,2,1,1,0,1,3.26,1
4807,16,0,1,2,19.72,27,0,2,1,0,0,0,2.53,2
4093,17,1,1,1,2.56,3,0,2,1,0,0,1,2.87,2
5102,16,0,2,3,3.22,5,0,1,1,1,0,0,2.49,3
3627,16,0,3,2,12.9,2,0,2,0,1,0,1,3.04,1
1373,16,1,1,2,13.59,22,1,3,0,1,0,0,2.52,2
3381,16,1,1,2,14.43,30,1,2,1,1,0,0,2.74,2
5766,15,1,0,2,7.43,18,0,3,0,1,0,0,2.56,2
2346,17,0,0,4,10.45,5,0,3,1,1,1,0,3.19,1
5095,16,0,1,3,11.54,17,0,3,0,1,0,1,1.3800000000000003,4
3810,18,0,0,2,5.34,16,0,4,1,1,1,0,3.35,1
2079,16,0,1,1,15.57,22,1,2,1,1,1,0,3.17,1
5413,17,0,2,3,10.2,5,0,2,0,1,1,0,3.54,0
4886,16,1,2,4,14.33,3,0,3,0,1,0,1,2.7,2
4038,18,0,3,2,14.02,30,0,3,1,1,0,0,1.75,4
5478,18,0,3,4,0.9,30,0,1,0,0,0,0,3.07,1
4575,17,0,3,2,3.2,30,0,4,0,0,1,0,1.68,4
1183,16,1,0,2,15.49,13,0,3,0,0,0,1,3.23,1
3455,15,0,3,2,6.37,11,0,4,0,0,1,0,3.61,0
2180,17,0,0,0,3.15,21,0,2,0,1,1,1,1.76,4
3177,18,1,3,0,8.51,19,0,0,0,0,0,1,2.3,3
4472,17,1,0,2,16.87,29,1,4,1,1,1,0,3.22,1
2961,16,0,1,4,12.16,12,0,2,1,0,0,0,3.27,1
5059,17,0,0,2,2.35,24,0,3,1,0,0,1,3.0,1
5664,15,0,0,2,7.61,30,0,2,1,1,0,1,2.34,3
3345,15,0,1,2,8.89,17,0,1,0,1,1,0,3.35,1
4719,18,0,3,2,5.03,15,1,0,0,1,0,1,2.26,3
3053,16,0,3,3,4.08,24,1,1,1,1,0,0,2.88,2
1045,18,1,1,3,14.34,30,0,3,1,0,0,0,2.49,3
5365,17,0,0,1,6.79,28,0,0,1,1,0,0,1.8,4
5825,15,0,1,2,9.35,13,1,2,1,1,1,0,3.52,0
2387,15,1,1,0,0.82,22,0,2,1,1,1,0,2.26,3
1486,16,0,3,3,16.3,27,1,3,1,0,0,0,3.7,0
1727,17,0,0,2,9.59,28,0,2,0,1,0,0,2.3,3
2372,17,0,0,1,15.13,12,0,2,0,0,0,1,2.73,2
4724,18,0,0,1,16.13,22,0,3,1,1,0,0,3.12,1
2497,18,1,0,1,6.76,16,0,2,1,0,0,1,3.35,1
5001,18,0,3,1,7.73,6,0,2,1,1,1,1,2.45,3
4370,15,0,0,2,16.8,14,0,3,1,0,1,0,2.29,3
3014,18,0,0,3,2.32,5,0,2,0,0,0,0,2.76,2
3653,18,0,0,1,11.36,24,0,1,0,0,1,1,2.98,2
3086,15,1,0,1,15.61,6,0,4,1,1,1,1,3.61,0
5471,16,1,1,4,1.96,19,0,3,1,1,1,0,3.19,1
5726,17,0,3,4,14.01,30,0,2,0,1,0,0,2.81,2
3488,16,0,3,1,10.52,8,1,1,1,0,0,0,3.33,1
3181,18,0,0,1,19.51,4,0,4,0,1,1,0,4.0,0
4656,16,1,1,4,12.47,6,1,4,1,1,0,1,3.87,0
5158,18,1,1,3,3.95,13,0,3,1,0,1,0,1.98,4
4003,16,1,0,4,9.44,21,0,2,1,0,0,1,3.8,0
1627,15,0,1,3,12.17,5,1,3,0,1,1,0,3.23,1
1855,17,0,1,1,4.61,15,1,1,1,1,0,0,2.68,2
2125,16,1,2,0,10.13,14,0,3,1,0,0,1,2.68,2
2732,17,0,0,1,1.05,5,1,3,1,1,0,0,2.68,2
4437,15,1,1,2,7.39,28,0,2,1,1,0,1,3.43,1
1947,15,1,0,1,4.75,15,1,2,0,1,1,0,3.52,0
2193,15,1,2,1,18.64,30,0,3,1,1,0,0,3.0,1
1559,18,1,0,2,18.4,19,0,3,1,0,0,1,3.74,0
3992,16,0,0,2,17.42,21,1,4,0,1,1,0,2.89,2
5502,15,0,2,4,8.7,19,0,2,0,0,0,0,2.95,2
2810,16,0,0,1,1.41,22,0,2,0,1,1,0,1.91,4
1753,16,0,0,2,6.26,20,0,3,0,1,0,0,3.47,1
5459,17,0,2,3,5.03,30,1,3,1,1,0,1,2.91,2
5819,15,0,0,0,7.18,2,0,3,0,1,1,0,2.57,2
2233,15,1,1,1,14.39,19,0,2,1,1,0,1,2.51,2
3705,18,0,0,1,8.35,6,0,3,0,1,0,0,2.82,2
3009,15,1,0,2,18.66,0,0,1,0,0,0,1,2.84,2
1254,15,0,0,2,15.16,28,0,4,1,0,1,0,3.99,0
1374,18,1,2,2,9.75,6,0,2,0,0,0,1,4.0,0
4294,15,0,0,0,9.22,10,0,2,1,1,1,0,2.72,2
4684,16,0,1,2,1.83,25,1,2,1,1,1,0,3.51,0
2987,16,1,1,1,5.93,20,0,2,1,0,1,0,2.89,2
4990,18,1,1,1,1.94,16,1,1,1,1,0,0,2.96,2
5208,16,0,2,4,19.71,12,0,4,1,1,0,0,3.53,0
4936,16,0,1,1,15.22,28,0,3,1,1,0,0,1.98,4
4935,15,1,1,3,4.38,26,0,1,1,1,1,1,3.13,1
1624,16,0,2,4,14.62,15,1,2,1,1,0,1,2.75,2
1075,15,0,3,4,18.64,19,0,4,1,0,0,1,3.85,0
2839,18,1,0,1,0.74,26,0,3,1,0,1,1,2.42,3
5268,18,0,0,1,15.03,18,1,1,1,1,1,0,3.4,1
5223,15,0,1,2,15.06,24,0,3,1,1,0,0,2.94,2
1799,15,0,3,3,2.64,5,1,4,0,0,0,1,3.1,1
5385,17,0,1,3,17.37,16,0,2,1,0,0,0,2.49,3
3805,15,0,0,3,19.15,1,1,4,1,1,0,0,4.0,0
5480,16,0,0,1,17.33,25,0,2,1,1,1,1,2.69,2
2150,15,1,3,4,17.75,26,0,3,0,0,0,0,3.37,1
5151,18,1,1,3,10.46,24,0,2,1,1,1,0,3.58,0
5224,17,1,0,2,19.24,0,0,2,0,1,1,0,2.79,2
5357,18,0,2,4,14.74,24,0,2,0,0,1,0,2.63,2
1988,18,1,3,0,6.39,12,0,2,1,0,1,0,2.17,3
1031,15,0,0,0,12.91,7,0,3,0,1,0,1,2.46,3
1878,16,1,2,2,0.19,30,1,2,1,1,0,1,2.14,3
1150,18,0,0,2,2.27,28,0,2,1,1,0,1,1.79,4
2899,18,0,0,3,18.71,28,1,4,0,1,0,0,2.79,2
2189,17,1,0,1,13.42,3,0,2,0,1,1,0,3.2,1
3052,17,1,1,2,1.83,9,0,4,1,1,1,0,2.61,2
2100,17,0,3,4,17.05,15,1,3,1,1,1,1,3.47,1
4566,18,1,1,2,17.62,28,0,3,1,1,0,1,2.22,3
2353,17,0,0,1,0.19,0,0,0,1,0,0,0,1.96,4
3341,16,0,3,3,14.65,15,0,3,1,0,0,0,1.3800000000000003,4
3939,15,0,0,1,19.29,20,0,4,1,1,0,1,2.76,2
1991,16,1,0,3,12.17,9,1,2,0,0,1,0,2.98,2
1992,18,0,1,3,7.87,29,0,2,0,0,0,0,2.42,3
2204,16,0,2,3,19.51,25,1,3,1,1,1,0,2.87,2
5907,17,1,2,2,6.42,23,0,2,0,1,1,0,3.32,1
5566,16,0,0,1,17.84,9,0,3,0,1,1,1,3.63,0
5039,18,0,2,2,18.51,10,1,1,1,1,0,1,3.45,1
4131,18,1,2,3,9.9,27,0,2,1,0,0,0,1.72,4
3551,18,1,3,2,8.23,3,0,0,1,1,0,0,3.59,0
2277,15,1,0,1,4.24,27,1,1,1,0,1,1,2.37,3
5293,18,1,1,1,16.05,25,0,2,1,1,0,1,2.8,2
3093,16,0,2,1,19.25,2,1,2,1,1,1,0,2.72,2
2190,18,1,0,3,12.91,4,1,3,1,0,1,1,2.38,3
4695,18,1,1,3,9.29,15,0,3,0,1,0,1,2.18,3
5198,15,1,3,3,6.52,14,1,3,1,1,1,0,2.83,2
3403,17,0,1,2,1.32,18,0,4,0,1,0,1,3.06,1
3132,15,0,1,1,4.46,27,1,3,1,1,1,1,2.24,3
5085,15,1,0,1,18.48,12,0,2,1,1,0,1,3.19,1
3764,15,0,2,3,11.91,30,0,2,0,0,0,0,2.88,2
2830,15,1,1,0,11.0,16,1,3,0,0,0,1,3.6,0
1121,18,1,0,0,11.38,23,0,2,1,0,1,0,3.08,1
2848,18,0,1,3,13.25,0,1,1,0,1,1,0,2.4,3
3062,16,0,1,3,13.47,24,1,1,1,1,0,1,2.42,3
1740,18,0,1,1,8.56,15,0,2,0,0,1,1,2.54,2
4125,15,1,0,1,7.31,27,1,3,1,1,0,0,2.78,2
4008,15,0,0,4,18.61,28,1,0,1,1,0,1,2.98,2
4405,15,1,1,1,1.11,20,0,2,0,0,1,0,2.42,3
1742,16,0,1,3,14.25,9,1,2,1,0,1,0,3.11,1
5699,16,0,1,1,5.1,21,0,2,0,1,1,1,1.78,4
4280,18,0,0,4,14.39,6,0,2,1,0,0,1,3.05,1
5134,18,0,0,2,12.53,15,0,3,1,0,0,1,2.69,2
5933,15,1,0,2,4.78,20,0,1,1,1,0,0,2.11,3
4965,16,0,1,3,8.24,0,1,1,1,0,0,1,2.76,2
1692,16,0,0,1,13.64,26,1,2,0,0,1,0,2.11,3
2012,15,0,2,3,6.7,26,0,3,1,1,1,0,2.59,2
5194,15,0,2,3,5.43,12,1,4,0,0,0,0,3.04,1
4022,16,1,2,4,5.4,15,1,4,0,0,0,0,2.75,2
3392,16,0,0,4,17.31,13,0,4,0,1,0,0,2.37,3
4155,17,1,2,1,6.38,23,0,1,0,1,1,1,2.39,3
2974,18,0,1,3,18.75,22,1,2,1,1,1,1,3.85,0
4203,18,0,3,2,19.8,29,0,3,0,0,1,1,2.41,3
1642,16,1,2,4,8.58,22,0,0,1,0,0,1,1.78,4
3246,16,0,0,1,12.12,20,0,2,0,0,0,1,2.87,2
5473,15,1,3,1,2.77,28,1,3,1,1,0,0,2.16,3
1888,16,0,3,1,6.99,15,0,1,1,0,1,0,2.38,3
4000,18,0,0,0,16.43,27,0,3,1,1,1,0,2.16,3
1037,18,0,1,4,7.68,2,0,3,1,1,1,1,3.54,0
2250,18,1,0,4,0.92,14,1,4,1,0,1,0,3.19,1
1655,16,0,0,2,14.58,6,0,0,0,1,1,0,2.59,2
1478,18,1,2,1,10.93,20,0,2,1,1,0,0,3.34,1
4227,15,1,0,2,14.68,29,0,2,1,1,1,0,2.72,2
5597,18,1,1,4,19.96,23,0,0,0,1,1,1,2.99,2
2482,15,0,1,2,15.8,10,0,2,1,1,0,1,2.86,2
5708,17,0,1,2,9.29,30,0,2,0,1,0,0,3.21,1
1643,18,1,0,2,17.95,18,1,1,0,0,1,0,2.39,3
1390,15,1,3,4,17.96,26,1,3,0,1,1,0,3.59,0
5620,17,1,0,2,15.97,0,0,0,1,0,1,0,2.77,2
4458,15,1,0,1,13.23,19,1,4,0,1,0,1,3.58,0
2290,15,1,1,3,0.35,21,0,2,1,0,0,0,3.07,1
3346,18,0,0,3,13.18,13,1,1,0,1,1,1,2.94,2
4661,18,0,1,3,3.83,20,1,2,1,1,0,1,3.04,1
5975,18,0,1,0,15.27,23,0,2,1,0,0,0,2.76,2
4714,16,0,1,1,16.22,8,0,3,1,0,0,1,3.46,1
3870,17,1,0,3,8.13,21,0,1,1,0,0,0,2.84,2
5159,16,0,2,4,2.58,17,0,2,1,1,0,0,2.82,2
2016,16,1,2,4,10.9,24,0,2,0,1,0,0,2.91,2
1923,15,0,0,2,4.76,6,0,4,1,0,0,0,2.93,2
3217,16,0,1,2,2.65,26,0,4,0,0,0,0,2.57,2
4438,17,1,0,3,12.13,12,1,4,1,1,0,0,3.28,1
4351,18,0,2,4,5.35,2,0,4,0,0,0,1,2.92,2
2750,17,0,1,1,3.66,29,0,2,1,1,0,0,2.96,2
2947,15,0,0,2,17.41,4,1,1,1,1,0,0,3.47,1
1356,17,0,1,1,15.3,27,0,4,0,0,1,1,2.07,3
1710,18,0,3,1,10.99,13,0,4,0,1,1,0,3.97,0
4801,18,1,2,4,10.24,6,0,3,1,0,0,1,3.01,1
4535,18,1,1,2,14.25,18,0,4,1,0,1,0,2.34,3
3538,16,1,0,3,17.0,1,0,4,1,0,1,0,3.0,1
4688,16,0,0,4,2.83,9,1,2,0,1,1,0,2.37,3
4042,18,1,0,3,17.63,2,0,3,1,0,0,0,3.24,1
4196,18,0,0,3,11.21,11,0,2,0,0,0,0,3.31,1
2222,16,0,2,2,7.19,2,1,2,1,1,1,0,3.14,1
5118,17,1,3,1,3.6,19,0,2,0,0,0,0,2.01,3
5995,17,1,0,3,18.02,1,0,4,0,0,0,1,2.84,2
5898,15,1,2,1,12.57,25,0,1,0,0,0,0,2.79,2
3876,16,1,1,2,11.57,8,1,3,1,0,1,1,2.37,3
4214,18,1,1,4,11.47,23,0,3,0,1,1,1,3.53,0
3917,17,1,2,2,7.4,26,0,3,1,1,0,0,3.2,1
4213,16,1,0,1,1.08,25,0,1,1,1,0,0,2.05,3
4778,17,0,0,2,15.59,2,1,1,0,1,1,0,4.0,0
3557,18,0,0,3,7.1,4,1,1,0,1,1,1,2.62,2
2144,17,1,3,3,19.29,9,0,2,1,1,0,0,3.35,1
5958,15,1,2,3,17.54,28,1,3,1,1,1,1,2.88,2
4328,17,1,3,1,3.44,2,0,3,1,1,0,0,2.79,2
5740,18,0,1,2,7.55,2,1,3,1,0,1,0,3.37,1
1012,17,1,2,3,3.43,16,1,3,1,0,0,1,2.88,2
5668,16,0,0,2,2.5,17,1,4,1,0,0,0,3.21,1
4105,16,0,2,3,7.59,25,0,3,0,0,0,0,4.0,0
