StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass,AttendanceRate,StudyCategory,ActivityScore,SupportScore,RiskScore,IsAtRisk,GPAGroup
2389,17,1,0,4,6.9,9,1,3,0,0,0,1,3.66,0,95.0,1,1,3.8,29.2,0,3
2390,15,0,1,2,0.35,29,1,1,0,0,1,1,2.15,3,83.89,0,2,2.6,48.01,0,1
2391,16,1,0,0,5.03,12,1,2,0,0,0,1,2.54,2,93.33,1,1,3.2,37.65,0,1
2392,16,1,1,1,6.19,3,0,1,1,0,1,1,2.09,3,98.33,1,3,0.6,42.39,0,1
2393,18,0,2,3,12.34,29,0,1,1,0,1,0,2.79,2,83.89,1,2,0.6,40.51,0,1
2394,16,1,2,3,3.45,18,0,4,0,0,0,0,3.59,0,90.0,0,0,2.4,44.3,0,3
2395,15,0,3,3,8.26,9,0,1,0,0,0,1,1.95,4,95.0,1,1,0.6,46.32,0,0
2396,16,0,0,1,9.65,6,1,3,1,1,1,0,2.34,3,96.67,1,3,3.8,23.48,0,1
2397,17,0,1,3,9.18,4,1,2,0,1,1,1,3.39,1,97.78,1,3,3.2,23.78,0,2
2398,17,0,0,3,19.48,2,0,3,1,0,1,0,3.51,0,98.89,2,2,1.8,19.08,0,3
2399,18,0,1,2,0.91,21,0,2,1,0,0,0,2.21,3,88.33,0,1,1.2,54.47,1,1
2400,15,1,3,2,19.02,27,0,2,0,1,1,0,2.55,2,85.0,2,2,1.2,29.65,0,1
2401,17,0,2,1,11.64,21,0,4,0,1,1,0,2.99,2,88.33,1,2,2.4,31.15,0,1
2402,17,0,3,2,15.91,21,0,2,0,0,1,0,1.87,4,88.33,2,1,1.2,36.57,0,0
2403,15,0,0,4,8.61,1,0,2,0,1,0,0,2.42,3,99.44,1,1,1.2,40.43,0,1
2404,16,0,3,2,9.08,28,0,2,1,1,0,0,2.06,3,84.44,1,2,1.2,43.49,0,1
2405,16,1,0,3,17.59,10,1,1,0,1,0,0,2.98,2,94.44,2,1,2.6,23.19,0,1
2406,18,0,3,2,17.92,9,0,2,1,1,0,0,2.92,2,95.0,2,2,1.2,26.6,0,1
2407,16,1,0,1,4.77,27,0,0,1,1,1,1,1.3800000000000003,4,85.0,0,4,0.0,50.84,1,0
2408,15,0,0,2,3.98,22,1,2,1,0,0,1,2.03,3,87.78,0,2,3.2,39.68,0,1
2409,17,1,1,2,9.92,12,0,3,1,1,0,1,3.24,1,93.33,1,3,1.8,31.15,0,2
2410,16,0,3,2,18.01,6,0,3,0,1,1,1,3.5,0,96.67,2,3,1.8,19.22,0,3
2411,18,0,0,1,6.45,9,0,3,0,0,0,1,3.24,1,95.0,1,1,1.8,39.91,0,2
2412,16,1,0,2,13.04,27,1,0,1,1,1,1,2.99,2,85.0,1,4,2.0,27.38,0,1
2413,15,0,3,1,14.16,3,1,4,0,1,0,1,3.3,1,98.33,1,2,4.4,14.63,0,2
2414,18,1,0,1,15.57,26,1,2,0,1,0,0,2.34,3,85.56,2,1,3.2,27.7,0,1
2415,16,0,0,2,11.28,21,0,4,1,1,0,0,2.39,3,88.33,1,2,2.4,33.1,0,1
2416,18,1,1,2,8.05,19,1,1,0,1,1,0,2.34,3,89.44,1,2,2.6,35.97,0,1
2417,15,0,0,4,19.34,15,1,4,0,0,1,1,3.85,0,91.67,2,2,4.4,9.12,0,3
2418,17,0,3,2,12.23,19,0,3,1,1,1,0,3.15,1,89.44,1,3,1.8,29.85,0,2
2419,15,1,2,3,14.57,5,1,1,0,1,0,0,2.7,2,97.22,1,1,2.6,26.69,0,1
2420,15,0,1,2,6.9,8,0,4,0,0,0,1,3.15,1,95.56,1,1,2.4,36.64,0,2
2421,15,0,3,3,13.4,27,1,0,0,1,0,0,3.02,1,85.0,1,1,2.0,34.36,0,2
2422,15,0,1,1,5.16,12,1,3,1,1,1,1,3.21,1,93.33,1,4,3.8,25.59,0,2
2423,17,0,0,4,4.9,30,0,4,1,1,1,0,3.14,1,83.33,0,3,2.4,38.45,0,2
2424,17,0,0,2,14.29,6,0,1,1,0,1,1,3.03,1,96.67,1,3,0.6,30.5,0,2
2425,18,0,1,3,10.43,17,0,2,0,0,0,1,2.67,2,90.56,1,1,1.2,40.64,0,1
2426,16,1,0,2,13.67,13,1,3,0,1,0,0,3.16,1,92.78,1,1,3.8,22.77,0,2
2427,17,1,3,1,5.39,21,0,3,1,0,0,0,3.09,1,88.33,1,1,1.8,43.94,0,2
2428,17,1,2,3,11.97,29,1,4,1,0,0,0,3.32,1,83.89,1,1,4.4,24.88,0,2
2429,16,0,0,0,8.88,4,0,3,1,1,0,1,3.0,1,97.78,1,3,1.8,31.5,0,2
2430,17,1,1,2,11.94,21,1,2,1,1,0,0,3.47,1,88.33,1,2,3.2,25.94,0,2
2431,15,0,2,1,5.82,12,0,3,1,0,0,1,3.7,0,93.33,1,2,1.8,37.63,0,3
2432,15,0,3,3,14.31,23,0,4,0,1,0,1,4.0,0,87.22,1,2,2.4,25.68,0,3
2433,16,0,3,4,16.12,7,1,2,0,1,1,0,4.0,0,96.11,2,2,3.2,16.67,0,3
2434,18,0,1,2,5.2,14,0,1,1,0,0,1,4.0,0,92.22,1,2,0.6,43.5,0,3
2435,18,1,2,3,6.01,18,0,2,0,1,0,0,3.35,1,90.0,1,1,1.2,44.66,0,2
2436,16,0,1,2,13.22,8,0,4,0,1,1,1,1.84,4,95.56,1,3,2.4,27.02,0,0
2437,16,1,1,2,13.91,5,0,1,1,1,1,0,3.12,1,97.22,1,3,0.6,30.56,0,2
2438,15,0,0,4,14.08,22,0,4,0,0,0,0,2.25,3,87.78,1,0,2.4,35.14,0,1
2439,18,1,0,4,13.65,24,1,4,0,0,1,1,3.98,0,86.67,1,2,4.4,17.65,0,3
2440,17,1,1,3,7.86,30,1,1,1,0,0,1,2.47,3,83.33,1,2,2.6,38.02,0,1
2441,15,1,0,1,7.9,13,0,2,0,0,0,1,2.93,2,92.78,1,1,1.2,42.37,0,1
2442,16,1,0,2,5.1,28,0,2,1,0,0,0,2.36,3,84.44,1,1,1.2,50.22,1,1
2443,18,1,2,1,3.14,22,0,2,0,0,0,1,3.34,1,87.78,0,1,1.2,49.05,0,2
2444,17,1,0,2,13.85,9,1,2,1,0,1,0,2.55,2,95.0,1,2,3.2,23.52,0,1
2445,17,0,1,2,1.86,8,0,3,0,0,1,0,3.12,1,95.56,0,1,1.8,45.75,0,2
2446,15,1,1,3,18.76,16,0,3,1,0,0,1,2.61,2,91.11,2,2,1.8,24.95,0,1
2447,18,0,3,4,16.53,12,0,4,0,1,0,1,2.2,3,93.33,2,2,2.4,25.26,0,1
2448,18,1,1,2,17.15,16,0,2,1,0,0,0,3.03,1,91.11,2,1,1.2,31.14,0,2
2449,16,0,0,0,18.13,18,1,2,1,0,0,1,2.39,3,90.0,2,2,3.2,20.32,0,1
2450,18,1,1,4,8.17,12,0,3,0,1,0,0,2.21,3,93.33,1,1,1.8,40.92,0,1
2451,18,1,2,1,16.93,8,0,2,0,0,0,0,2.2,3,95.56,2,0,1.2,34.44,0,1
2452,15,0,3,3,3.16,0,0,2,1,0,0,1,2.73,2,100.0,0,2,1.2,43.77,0,1
2453,18,1,1,0,0.43,0,1,3,0,0,1,0,3.38,1,100.0,0,1,3.8,36.24,0,2
2454,17,1,0,2,15.7,4,1,4,1,1,0,1,2.72,2,97.78,2,3,4.4,11.85,0,1
2455,15,1,3,4,1.5,7,0,2,0,1,1,1,3.39,1,96.11,0,3,1.2,43.06,0,2
2456,15,0,0,1,19.77,17,0,2,1,0,0,1,2.69,2,90.56,2,2,1.2,26.41,0,1
2457,16,1,1,2,13.5,3,1,4,1,1,1,1,2.91,2,98.33,1,4,4.4,11.43,0,1
2458,18,0,1,2,15.07,30,0,0,0,0,0,0,3.08,1,83.33,2,0,0.0,44.3,0,2
2459,16,1,0,4,4.92,21,1,2,0,0,0,1,3.28,1,88.33,0,1,3.2,37.69,0,2
2460,17,1,0,4,13.48,30,0,3,0,0,0,0,3.17,1,83.33,1,0,1.8,37.88,0,2
2461,15,0,0,1,0.86,0,0,0,1,1,1,1,2.79,2,100.0,0,4,0.0,46.95,0,1
2462,15,1,2,1,16.76,14,1,3,1,0,1,0,2.62,2,92.22,2,2,3.8,17.95,0,1
2463,15,1,3,3,3.39,19,0,1,1,1,0,0,3.16,1,89.44,0,2,0.6,48.83,0,2
2464,17,0,0,2,13.95,3,1,4,0,1,0,1,3.41,1,98.33,1,2,4.4,14.62,0,2
2465,17,1,2,3,4.49,24,1,3,0,0,0,0,2.8,2,86.67,0,0,3.8,39.78,0,1
2466,16,0,0,0,1.37,8,0,0,1,1,1,0,2.67,2,95.56,0,3,0.0,50.67,1,1
2467,16,0,1,1,9.63,21,1,0,1,1,1,0,3.16,1,88.33,1,3,2.0,32.56,0,2
2468,16,0,0,3,3.39,23,1,3,0,1,0,1,1.96,4,87.22,0,2,3.8,38.06,0,0
2469,18,1,3,1,14.59,27,0,2,1,0,0,1,2.64,2,85.0,1,2,1.2,34.96,0,1
2470,15,0,2,4,4.75,25,0,3,0,1,1,0,2.45,3,86.11,0,2,1.8,44.62,0,1
2471,15,0,2,1,6.85,19,0,2,1,1,0,0,3.35,1,89.44,1,2,1.2,41.3,0,2
2472,16,1,2,1,11.35,9,0,1,0,1,0,0,3.65,0,95.0,1,1,0.6,38.21,0,3
2473,15,0,1,4,5.7,23,1,2,1,0,0,1,2.96,2,87.22,1,2,3.2,35.4,0,1
2474,16,1,3,2,7.56,14,0,2,1,1,0,1,2.12,3,92.22,1,3,1.2,40.02,0,1
2475,18,1,2,3,16.31,2,0,2,1,1,0,1,2.95,2,98.89,2,3,1.2,24.67,0,1
2476,18,1,3,1,3.58,1,1,3,1,0,1,1,1.81,4,99.44,0,3,3.8,31.42,0,0
2477,17,1,1,3,1.64,21,0,3,0,1,1,0,3.12,1,88.33,0,2,1.8,46.05,0,2
2478,18,0,0,3,6.57,4,0,3,1,1,1,1,2.79,2,97.78,1,4,1.8,32.41,0,1
2479,16,0,1,2,8.49,23,1,2,1,0,1,1,3.41,1,87.22,1,3,3.2,28.29,0,2
2480,18,0,0,3,10.85,30,0,2,0,0,0,0,2.29,3,83.33,1,0,1.2,46.09,0,1
2481,17,0,1,3,7.45,0,0,1,1,0,0,1,2.86,2,100.0,1,2,0.6,40.81,0,1
2482,15,0,1,2,15.8,10,0,2,1,1,0,1,2.86,2,94.44,2,3,1.2,27.09,0,1
2483,16,1,1,2,0.79,11,1,3,0,1,1,0,2.06,3,93.89,0,2,3.8,38.73,0,1
2484,15,0,0,2,8.64,25,0,3,1,0,0,0,1.84,4,86.11,1,1,1.8,43.78,0,0
2485,17,0,0,1,7.65,2,0,2,1,0,1,0,3.9,0,98.89,1,2,1.2,35.62,0,3
2486,17,0,1,2,12.95,22,0,3,0,0,0,1,2.43,3,87.78,1,1,1.8,36.33,0,1
2487,17,1,3,2,19.33,28,1,2,1,1,0,0,3.34,1,84.44,2,2,3.2,18.39,0,2
2488,15,1,0,2,10.21,15,0,4,0,0,0,0,4.0,0,91.67,1,0,2.4,34.24,0,3
2489,15,0,1,3,19.74,25,1,4,0,0,1,0,2.99,2,86.11,2,1,4.4,15.21,0,1
2490,15,1,2,2,6.04,13,0,2,1,1,0,0,2.96,2,92.78,1,2,1.2,42.12,0,1
2491,15,0,1,4,0.62,11,0,2,1,1,1,1,2.93,2,93.89,0,4,1.2,43.58,0,1
2492,17,0,0,1,3.31,19,1,3,1,1,0,1,2.93,2,89.44,0,3,3.8,32.46,0,1
2493,17,1,1,2,7.9,25,0,2,1,0,0,1,2.83,2,86.11,1,2,1.2,42.46,0,1
2494,16,1,0,3,6.33,15,0,4,1,0,0,1,2.31,3,91.67,1,2,2.4,38.32,0,1
2495,16,0,3,2,1.94,20,0,3,1,0,1,1,1.89,4,88.89,0,3,1.8,46.06,0,0
2496,15,0,0,2,8.65,7,0,3,1,1,0,0,2.96,2,96.11,1,2,1.8,34.97,0,1
2497,18,1,0,1,6.76,16,0,2,1,0,0,1,3.35,1,91.11,1,2,1.2,40.83,0,2
2498,18,0,0,2,2.45,16,1,1,1,0,0,0,3.1,1,91.11,0,1,2.6,42.98,0,2
2499,17,1,0,1,5.92,27,1,1,1,1,0,1,1.84,4,85.0,1,3,2.6,38.93,0,0
2500,17,0,2,4,17.73,6,0,2,0,0,0,1,3.51,0,96.67,2,1,1.2,27.27,0,3
2501,17,1,0,2,6.04,14,1,2,1,0,1,1,3.02,1,92.22,1,3,3.2,30.58,0,2
2502,16,0,0,4,14.28,28,0,4,1,1,1,0,3.03,1,84.44,1,3,2.4,26.61,0,2
2503,16,0,1,3,12.24,27,0,2,0,0,0,1,2.74,2,85.0,1,1,1.2,40.15,0,1
2504,17,1,0,2,8.54,8,0,4,1,1,1,1,3.23,1,95.56,1,4,2.4,26.89,0,2
2505,17,0,0,2,4.78,3,0,3,1,1,0,0,2.93,2,98.33,0,2,1.8,39.1,0,1
2506,17,0,2,3,7.38,7,0,3,0,0,0,1,2.67,2,96.11,1,1,1.8,39.78,0,1
2507,18,1,2,4,11.84,9,1,2,1,1,1,1,3.13,1,95.0,1,4,3.2,19.58,0,2
2508,16,0,3,1,7.02,14,1,2,0,1,0,1,1.92,4,92.22,1,2,3.2,34.6,0,0
2509,18,0,3,2,4.3,22,1,2,1,1,1,0,2.98,2,87.78,0,3,3.2,34.41,0,1
2510,18,0,2,2,2.33,29,0,4,0,1,1,0,2.77,2,83.89,0,2,2.4,44.89,0,1
2511,17,1,0,0,17.6,17,0,4,0,1,0,1,3.84,0,90.56,2,2,2.4,20.79,0,3
2512,17,1,2,2,8.81,13,1,2,0,1,0,1,3.26,1,92.78,1,2,3.2,28.82,0,2
2513,15,1,2,4,12.5,4,0,2,1,1,0,1,3.08,1,97.78,1,3,1.2,29.5,0,2
2514,15,0,2,2,9.81,8,0,2,0,1,0,0,3.13,1,95.56,1,1,1.2,38.51,0,2
2515,18,0,1,3,17.45,12,1,2,1,1,0,0,3.08,1,93.33,2,2,3.2,18.28,0,2
2516,16,0,0,3,10.94,28,0,3,0,1,0,1,2.4,3,84.44,1,2,1.8,37.59,0,1
2517,17,0,2,2,9.62,24,0,3,1,1,0,1,1.55,4,86.67,1,3,1.8,38.08,0,0
2518,17,1,2,1,18.49,18,0,3,1,1,1,0,3.21,1,90.0,2,3,1.8,21.68,0,2
2519,18,0,3,3,14.39,10,0,3,1,0,1,0,3.37,1,94.44,1,2,1.8,27.35,0,2
2520,15,0,0,4,2.23,11,1,2,0,0,0,0,3.52,0,93.89,0,0,3.2,41.01,0,3
2521,16,0,0,3,3.55,2,0,2,0,0,0,0,3.58,0,98.89,0,0,1.2,46.55,0,3
2522,15,1,0,0,15.74,1,0,3,1,1,1,0,3.35,1,99.44,2,3,1.8,21.46,0,2
2523,15,0,2,1,16.72,22,0,4,1,1,0,0,2.33,3,87.78,2,2,2.4,26.64,0,1
2524,15,0,0,1,10.9,21,0,0,0,0,1,1,1.92,4,88.33,1,2,0.0,45.66,0,0
2525,15,0,0,2,11.09,14,0,2,0,1,0,0,2.93,2,92.22,1,1,1.2,38.58,0,1
2526,17,0,3,3,12.64,4,0,0,1,0,1,0,3.4,1,97.78,1,2,0.0,36.48,0,2
2527,17,0,0,1,8.78,6,1,3,0,0,1,0,3.55,0,96.67,1,1,3.8,26.54,0,3
2528,15,1,2,3,13.6,3,0,1,0,1,0,1,2.85,2,98.33,1,2,0.6,33.73,0,1
2529,16,0,0,2,2.17,4,0,3,1,0,1,0,1.81,4,97.78,0,2,1.8,45.36,0,0
2530,18,0,2,3,19.23,24,0,2,1,0,1,1,2.35,3,86.67,2,3,1.2,26.8,0,1
2531,16,0,1,4,15.0,15,0,3,1,1,1,0,2.16,3,91.67,1,3,1.8,28.08,0,1
2532,16,0,3,1,12.62,14,0,2,0,0,1,1,3.0,1,92.22,1,2,1.2,33.99,0,2
2533,16,0,3,4,6.33,26,1,2,1,1,0,1,2.67,2,85.56,1,3,3.2,33.42,0,1
2534,15,0,0,1,3.22,15,0,2,0,0,1,0,2.41,3,91.67,0,1,1.2,49.91,0,1
2535,17,0,0,2,8.19,24,1,2,0,1,1,1,3.02,1,86.67,1,3,3.2,29.83,0,2
2536,16,0,0,4,13.23,3,0,3,1,1,0,0,3.08,1,98.33,1,2,1.8,28.17,0,2
2537,15,0,2,4,12.67,5,0,3,1,1,1,0,4.0,0,97.22,1,3,1.8,24.45,0,3
2538,16,0,3,2,7.65,17,1,2,1,0,1,0,2.76,2,90.56,1,2,3.2,32.3,0,1
2539,16,1,1,2,12.27,2,0,2,1,1,0,1,2.23,3,98.89,1,3,1.2,31.52,0,1
2540,15,1,1,3,16.27,24,0,1,0,0,0,0,1.46,4,86.67,2,0,0.6,42.95,0,0
2541,17,1,0,3,0.53,21,0,3,0,0,1,1,2.86,2,88.33,0,2,1.8,48.09,0,1
2542,17,1,2,1,9.01,23,0,2,1,0,0,0,2.88,2,87.22,1,1,1.2,43.06,0,1
2543,18,0,3,3,15.17,30,0,4,1,1,0,1,3.21,1,83.33,2,3,2.4,25.44,0,2
2544,15,1,0,2,10.92,26,1,3,0,1,0,1,2.21,3,85.56,1,2,3.8,28.61,0,1
2545,18,1,1,2,13.03,4,0,3,1,1,1,0,2.72,2,97.78,1,3,1.8,27.01,0,1
2546,18,0,0,2,10.33,1,1,1,1,1,0,0,3.95,0,99.44,1,2,2.6,25.59,0,3
2547,18,1,1,2,19.84,22,0,1,1,0,1,0,2.76,2,87.78,2,2,0.6,29.85,0,1
2548,17,1,1,4,1.09,15,0,3,1,1,0,1,2.47,3,91.67,0,3,1.8,44.7,0,1
2549,15,0,0,2,9.82,5,0,2,1,0,1,1,3.68,0,97.22,1,3,1.2,31.54,0,3
2550,18,0,1,4,1.83,26,0,1,1,0,0,0,1.9,4,85.56,0,1,0.6,57.79,1,0
2551,15,0,0,1,3.2,14,0,3,0,0,0,1,2.44,3,92.22,0,1,1.8,46.94,0,1
2552,15,1,1,3,7.66,17,0,2,0,0,0,0,3.33,1,90.56,1,0,1.2,44.95,0,2
2553,17,1,1,3,3.11,5,1,2,1,1,1,0,3.68,0,97.22,0,3,3.2,30.84,0,3
2554,18,0,0,3,19.27,12,1,3,0,0,0,0,3.98,0,93.33,2,0,3.8,16.02,0,3
2555,18,0,2,3,18.94,23,1,4,1,0,0,1,3.61,0,87.22,2,2,4.4,11.77,0,3
2556,15,1,2,2,6.72,12,0,2,1,1,0,0,3.78,0,93.33,1,2,1.2,39.03,0,3
2557,16,0,0,4,12.79,0,1,3,0,0,0,0,3.87,0,100.0,1,0,3.8,22.06,0,3
2558,17,1,0,3,10.68,15,0,3,1,0,0,1,3.11,1,91.67,1,2,1.8,33.61,0,2
2559,17,0,2,1,16.31,3,1,4,1,1,1,1,3.46,1,98.33,2,4,4.4,6.55,0,2
2560,17,0,3,3,12.55,16,0,2,0,0,0,0,2.7,2,91.11,1,0,1.2,40.22,0,1
2561,17,1,0,2,0.01,17,0,4,1,1,1,1,2.1,3,90.56,0,4,2.4,42.13,0,1
2562,18,0,0,1,15.26,15,1,2,1,0,0,0,1.9,4,91.67,2,1,3.2,27.05,0,0
2563,18,0,0,4,14.94,0,0,2,1,0,1,0,3.75,0,100.0,1,2,1.2,26.5,0,3
2564,16,0,1,2,10.19,5,1,2,0,1,0,0,3.05,1,97.22,1,1,3.2,28.57,0,2
2565,17,1,0,3,18.06,10,0,2,1,0,1,0,2.71,2,94.44,2,2,1.2,27.14,0,1
2566,17,0,0,1,18.17,5,0,3,0,0,1,0,4.0,0,97.22,2,1,1.8,22.58,0,3
2567,15,0,2,0,10.48,16,1,3,1,0,0,0,3.49,1,91.11,1,1,3.8,26.51,0,2
2568,18,0,1,2,12.16,3,0,2,0,0,0,0,2.93,2,98.33,1,0,1.2,37.6,0,1
2569,17,0,0,1,19.93,13,1,1,1,1,1,0,3.42,1,92.78,2,3,2.6,14.75,0,2
2570,16,0,1,3,5.98,29,0,2,0,0,0,0,2.45,3,83.89,1,0,1.2,51.58,1,1
2571,16,0,1,1,6.49,13,0,2,0,0,0,0,2.46,3,92.78,1,0,1.2,47.81,0,1
2572,18,1,0,2,3.66,19,0,2,0,1,0,1,3.2,1,89.44,0,2,1.2,45.67,0,2
2573,16,1,0,1,17.92,7,0,2,1,0,1,0,3.22,1,96.11,2,2,1.2,25.46,0,2
2574,16,0,3,1,14.89,21,1,0,0,0,1,1,2.15,3,88.33,1,2,2.0,31.01,0,1
2575,18,1,0,3,2.11,1,0,2,1,1,0,0,3.07,1,99.44,0,2,1.2,44.43,0,2
2576,17,1,2,1,19.64,4,0,3,0,1,0,0,3.54,0,97.78,2,1,1.8,21.7,0,3
2577,17,0,3,3,14.62,3,1,1,1,0,1,0,4.0,0,98.33,1,2,2.6,20.49,0,3
2578,16,1,0,4,17.01,9,0,1,1,0,1,1,3.27,1,95.0,2,3,0.6,27.09,0,2
2579,16,1,0,3,0.96,19,1,2,0,0,0,0,2.69,2,89.44,0,0,3.2,46.23,0,1
2580,17,1,1,3,10.1,27,1,2,0,0,0,1,3.03,1,85.0,1,1,3.2,33.0,0,2
2581,18,1,3,1,13.97,23,0,3,0,0,0,1,2.24,3,87.22,1,1,1.8,35.73,0,1
2582,16,1,3,1,10.86,20,0,4,1,0,0,1,4.0,0,88.89,1,2,2.4,29.4,0,3
2583,15,1,2,4,13.33,2,0,3,0,0,1,1,4.0,0,98.89,1,2,1.8,25.54,0,3
2584,18,1,0,3,16.36,15,1,3,1,0,1,1,3.74,0,91.67,2,3,3.8,13.34,0,3
2585,16,1,2,3,7.49,9,0,2,0,0,0,0,3.0,1,95.0,1,0,1.2,44.43,0,2
2586,16,0,1,3,16.97,27,1,2,1,1,1,0,2.31,3,85.0,2,3,3.2,21.22,0,1
2587,15,0,1,2,3.26,14,0,2,1,0,1,0,2.66,2,92.22,0,2,1.2,46.54,0,1
2588,15,1,0,0,5.42,3,1,4,0,0,0,1,3.31,1,98.33,1,1,4.4,28.03,0,2
2589,17,1,0,3,0.87,0,1,4,1,0,1,1,2.68,2,100.0,0,3,4.4,29.71,0,1
2590,18,0,2,3,7.29,21,1,2,1,0,0,0,2.53,2,88.33,1,1,3.2,36.6,0,1
2591,18,1,1,2,7.6,26,0,2,0,1,0,1,2.31,3,85.56,1,2,1.2,44.32,0,1
2592,17,1,0,4,16.11,28,0,2,1,1,0,0,2.52,2,84.44,2,2,1.2,33.55,0,1
2593,18,0,0,2,13.06,14,0,0,0,0,0,0,3.54,0,92.22,1,0,0.0,42.55,0,3
2594,18,0,3,1,8.73,9,0,3,1,0,1,1,2.84,2,95.0,1,3,1.8,33.06,0,1
2595,18,0,2,4,13.04,19,0,2,0,1,1,1,3.61,0,89.44,1,3,1.2,30.42,0,3
2596,18,1,0,3,1.06,21,1,2,1,0,0,1,2.43,3,88.33,0,2,3.2,42.14,0,1
2597,18,1,0,2,3.61,17,1,3,0,1,0,1,2.66,2,90.56,0,2,3.8,34.87,0,1
2598,15,0,0,1,12.54,15,0,1,1,0,0,1,2.76,2,91.67,1,2,0.6,37.61,0,1
2599,18,0,3,1,12.83,20,1,2,1,1,1,0,3.02,1,88.89,1,3,3.2,23.26,0,2
2600,15,1,1,3,15.48,26,0,1,0,0,1,0,2.18,3,85.56,2,1,0.6,40.03,0,1
2601,18,0,1,2,8.06,8,0,2,0,0,1,0,3.02,1,95.56,1,1,1.2,40.97,0,2
2602,17,1,1,3,14.45,23,1,0,1,0,1,1,2.3,3,87.22,1,3,2.0,29.07,0,1
2603,16,1,0,4,13.68,18,1,2,0,1,0,0,3.99,0,90.0,1,1,3.2,24.38,0,3
2604,15,0,2,3,19.27,16,0,3,1,1,0,0,2.87,2,91.11,2,2,1.8,23.67,0,1
2605,18,0,1,2,4.3,9,1,3,1,1,0,0,3.41,1,95.0,0,2,3.8,30.58,0,2
2606,17,1,0,3,11.03,18,1,2,1,0,1,0,2.7,2,90.0,1,2,3.2,28.42,0,1
2607,16,0,0,2,12.04,7,0,3,1,1,1,0,3.72,0,96.11,1,3,1.8,26.33,0,3
2608,15,0,1,1,19.97,26,0,2,0,0,0,0,2.53,2,85.56,2,0,1.2,33.31,0,1
2609,16,0,3,0,4.02,18,1,3,1,1,0,1,2.72,2,90.0,0,3,3.8,31.9,0,1
2610,17,0,0,2,10.46,4,1,2,0,0,1,0,3.0,1,97.78,1,1,3.2,28.16,0,2
2611,15,1,3,4,6.92,1,0,2,0,1,0,1,2.91,2,99.44,1,2,1.2,38.82,0,1
2612,16,1,2,1,10.52,14,0,1,0,1,0,1,1.97,4,92.22,1,2,0.6,41.92,0,0
2613,18,1,0,1,4.64,16,0,1,1,1,0,1,2.19,3,91.11,0,3,0.6,46.61,0,1
2614,15,1,0,4,0.95,26,1,4,0,0,0,0,2.92,2,85.56,0,0,4.4,41.57,0,1
2615,16,0,0,0,11.45,9,0,1,1,0,1,0,3.03,1,95.0,1,2,0.6,37.14,0,2
2616,17,0,2,3,6.72,30,0,2,1,1,0,0,1.95,4,83.33,1,2,1.2,47.1,0,0
2617,17,1,0,2,3.64,29,1,2,0,1,1,1,2.26,3,83.89,0,3,3.2,38.39,0,1
2618,15,1,0,0,6.48,20,0,2,1,0,0,0,2.46,3,88.89,1,1,1.2,46.68,0,1
2619,16,0,1,4,0.99,20,1,4,0,1,0,1,2.93,2,88.89,0,2,4.4,35.33,0,1
2620,15,1,2,1,19.01,21,1,4,0,1,1,1,3.39,1,88.33,2,3,4.4,9.35,0,2
2621,15,1,0,2,11.62,1,1,2,1,0,0,0,3.72,0,99.44,1,1,3.2,24.33,0,3
2622,16,0,1,1,16.3,8,1,1,0,1,0,0,3.24,1,95.56,2,1,2.6,23.76,0,2
2623,16,1,1,1,8.46,1,1,2,0,1,0,1,2.59,2,99.44,1,2,3.2,28.6,0,1
2624,18,0,1,0,18.07,17,0,2,0,1,0,1,3.22,1,90.56,2,2,1.2,27.21,0,2
2625,16,0,2,1,9.67,11,1,2,1,0,1,1,3.47,1,93.89,1,3,3.2,24.33,0,2
2626,17,1,0,1,11.48,14,1,2,1,0,0,0,2.14,3,92.22,1,1,3.2,30.98,0,1
2627,15,0,2,3,9.84,20,0,3,0,0,0,1,3.05,1,88.89,1,1,1.8,38.28,0,2
2628,15,1,2,2,14.67,24,0,2,0,1,1,0,3.42,1,86.67,1,2,1.2,32.32,0,2
2629,17,0,1,2,11.33,19,0,1,0,1,1,0,2.37,3,89.44,1,2,0.6,40.88,0,1
2630,16,1,2,2,5.43,5,0,2,0,1,0,0,3.18,1,97.22,1,1,1.2,43.28,0,2
2631,17,1,1,4,2.91,17,0,3,1,0,0,1,2.41,3,90.56,0,2,1.8,45.46,0,1
2632,17,1,0,4,12.12,29,0,2,0,1,0,0,2.55,2,83.89,1,1,1.2,41.16,0,1
2633,18,0,2,3,9.78,12,1,2,1,0,0,0,2.58,2,93.33,1,1,3.2,31.61,0,1
2634,17,0,1,4,1.92,3,0,2,1,1,0,0,3.21,1,98.33,0,2,1.2,44.7,0,2
2635,15,1,1,2,7.91,30,0,2,1,1,1,1,2.93,2,83.33,1,4,1.2,38.17,0,1
2636,17,0,0,2,10.3,11,0,2,0,1,0,0,3.06,1,93.89,1,1,1.2,38.66,0,2
2637,15,1,3,3,16.54,8,0,4,1,1,1,0,3.6,0,95.56,2,3,2.4,18.47,0,3
2638,15,1,1,3,1.52,30,1,3,1,0,0,1,2.98,2,83.33,0,2,3.8,39.21,0,1
2639,15,0,0,2,6.97,1,0,3,0,1,1,0,3.71,0,99.44,1,2,1.8,34.03,0,3
2640,16,1,1,2,16.45,15,0,4,1,0,0,1,2.82,2,91.67,2,2,2.4,24.39,0,1
